,Alpha_1,Alpha_2,Alpha_3,Alpha_4,Beta_1,Beta_2,Beta_3,Beta_4,Delta_1,Delta_2,Delta_3,Delta_4,Theta_1,Theta_2,Theta_3,Theta_4,Gamma_1,Gamma_2,Gamma_3,Gamma_4,ID,Section,slideNumber
20500,0.276,0.237,0.205,0.000,0.302,0.756,1.138,0.000,0.044,0.282,0.024,0.000,0.087,0.152,0.225,0.000,0.587,0.198,0.385,0.000,139601.0,1.0,5.0
20501,0.287,0.226,0.200,0.000,0.320,0.775,1.131,0.000,0.060,0.298,0.007,0.000,0.097,0.151,0.215,0.000,0.572,0.198,0.385,0.000,139601.0,1.0,5.0
20502,0.299,0.217,0.195,0.000,0.333,0.796,1.136,0.000,0.077,0.316,0.011,0.000,0.101,0.145,0.212,0.000,0.559,0.197,0.385,0.000,139601.0,1.0,5.0
20503,0.309,0.213,0.190,0.000,0.347,0.816,1.157,0.000,0.093,0.337,0.032,0.000,0.099,0.137,0.221,0.000,0.542,0.197,0.385,0.000,139601.0,1.0,5.0
20504,0.315,0.214,0.183,0.000,0.368,0.832,1.187,0.000,0.112,0.359,0.058,0.000,0.093,0.127,0.240,0.000,0.493,0.197,0.385,0.000,139601.0,1.0,5.0
20505,0.317,0.223,0.167,0.000,0.401,0.846,1.223,0.000,0.133,0.382,0.085,0.000,0.082,0.114,0.260,0.000,0.412,0.197,0.385,0.000,139601.0,1.0,5.0
20506,0.316,0.237,0.140,0.000,0.438,0.860,1.267,0.000,0.153,0.412,0.119,0.000,0.061,0.093,0.271,0.000,0.315,0.197,0.385,0.000,139601.0,1.0,5.0
20507,0.320,0.249,0.107,0.000,0.461,0.882,1.318,0.000,0.161,0.447,0.161,0.000,0.026,0.070,0.268,0.000,0.201,0.177,0.385,0.000,139601.0,1.0,5.0
20508,0.328,0.251,0.091,0.000,0.463,0.920,1.351,0.000,0.152,0.476,0.288,0.000,0.016,0.056,0.254,0.000,0.040,0.131,0.376,0.000,139601.0,1.0,5.0
20509,0.335,0.238,0.085,0.000,0.454,0.978,1.368,0.000,0.131,0.493,0.361,0.000,0.049,0.060,0.236,0.000,0.040,0.039,0.358,0.000,139601.0,1.0,5.0
20510,0.335,0.208,0.085,0.000,0.454,1.050,1.378,0.000,0.131,0.512,0.397,0.000,0.049,0.073,0.222,0.000,0.040,0.039,0.385,0.000,139601.0,1.0,5.0
20511,0.335,0.208,0.089,0.000,0.454,1.050,1.371,0.000,0.131,0.512,0.420,0.000,0.049,0.073,0.214,0.000,0.040,0.039,0.375,0.000,139601.0,1.0,5.0
20512,0.335,0.208,0.093,0.000,0.454,1.050,1.357,0.000,0.131,0.512,0.446,0.000,0.049,0.073,0.222,0.000,0.040,0.039,0.356,0.000,139601.0,1.0,5.0
20513,0.335,0.208,0.103,0.000,0.454,1.050,1.296,0.000,0.131,0.512,0.455,0.000,0.049,0.073,0.218,0.000,0.040,0.039,0.052,0.000,139601.0,1.0,5.0
20514,0.335,0.208,0.124,0.000,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,139601.0,1.0,5.0
20515,0.335,0.208,0.124,0.000,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,139601.0,1.0,5.0
20516,0.335,0.208,0.124,0.000,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,139601.0,1.0,5.0
20517,0.335,0.208,0.124,0.000,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,139601.0,1.0,5.0
20518,0.335,0.208,0.124,0.000,139601,1,5,,,,,,,,,,,,,,,,
20519,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20520,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20521,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20522,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20523,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20524,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20525,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20526,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20527,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20528,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20529,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.052,0.000,0.335,0.208,0.124,0.000,139601.0,1.0,6.0
20530,0.454,1.050,1.120,0.000,0.131,0.512,0.449,0.000,0.049,0.073,0.193,0.000,0.040,0.039,0.289,0.000,0.335,0.208,0.295,0.000,139601.0,1.0,6.0
20531,0.454,1.050,0.451,0.000,0.131,0.512,0.171,0.000,0.049,0.073,0.191,0.000,0.040,0.039,0.289,0.000,0.335,0.208,0.302,0.000,139601.0,1.0,6.0
20532,0.454,1.050,0.469,0.000,0.131,0.512,0.133,0.000,0.049,0.073,0.128,0.000,0.040,0.039,0.287,0.000,0.335,0.208,0.299,0.000,139601.0,1.0,6.0
20533,0.454,1.050,0.515,0.000,0.131,0.512,0.111,0.000,0.049,0.073,0.091,0.000,0.040,0.039,0.285,0.000,0.335,0.208,0.288,0.000,139601.0,1.0,6.0
20534,0.454,1.050,0.540,0.000,0.131,0.512,0.109,0.000,0.049,0.073,0.080,0.000,0.040,0.039,0.247,0.000,0.335,0.208,0.272,0.000,139601.0,1.0,6.0
20535,0.454,1.050,0.536,0.000,0.131,0.512,0.110,0.000,0.049,0.073,0.088,0.000,0.040,0.039,0.190,0.000,0.335,0.208,0.260,0.000,139601.0,1.0,6.0
20536,0.454,1.050,0.526,0.000,0.131,0.512,0.094,0.000,0.049,0.073,0.099,0.000,0.040,0.039,0.137,0.000,0.335,0.208,0.254,0.000,139601.0,1.0,6.0
20537,0.454,1.050,0.519,0.000,0.131,0.512,0.055,0.000,0.049,0.073,0.107,0.000,0.040,0.039,0.121,0.000,0.335,0.208,0.250,0.000,139601.0,1.0,6.0
20538,0.454,1.050,0.512,0.000,0.131,0.512,0.009,0.000,0.049,0.073,0.109,0.000,0.040,0.039,0.092,0.000,0.335,0.208,0.243,0.000,139601.0,1.0,6.0
20539,0.454,1.050,0.503,0.000,0.131,0.512,0.021,0.000,0.049,0.073,0.109,0.000,0.040,0.039,0.016,0.000,0.335,0.208,0.231,0.000,139601.0,1.0,6.0
20540,0.454,1.050,0.497,0.000,0.131,0.512,0.029,0.000,0.049,0.073,0.108,0.000,0.040,0.039,0.036,0.000,0.335,0.208,0.218,0.000,139601.0,1.0,6.0
20541,0.454,1.050,0.496,0.000,0.131,0.512,0.019,0.000,0.049,0.073,0.105,0.000,0.040,0.039,0.044,0.000,0.335,0.208,0.205,0.000,139601.0,1.0,6.0
20542,0.454,1.050,0.502,0.000,0.131,0.512,0.001,0.000,0.049,0.073,0.100,0.000,0.040,0.039,0.028,0.000,0.335,0.208,0.191,0.000,139601.0,1.0,6.0
20543,0.454,1.050,0.501,0.000,0.131,0.512,0.010,0.000,0.049,0.073,0.061,0.000,0.040,0.039,0.032,0.000,0.335,0.208,0.173,0.000,139601.0,1.0,6.0
20544,0.454,1.050,0.495,0.000,0.131,0.512,0.020,0.000,0.049,0.073,0.037,0.000,0.040,0.039,0.040,0.000,0.335,0.208,0.156,0.000,139601.0,1.0,6.0
20545,0.454,1.050,0.496,0.000,0.131,0.512,0.026,0.000,0.049,0.073,0.041,0.000,0.040,0.039,0.065,0.000,0.335,0.208,0.143,0.000,139601.0,1.0,6.0
20546,0.454,1.050,0.508,0.000,0.131,0.512,0.028,0.000,0.049,0.073,0.070,0.000,0.040,0.039,0.103,0.000,0.335,0.208,0.130,0.000,139601.0,1.0,6.0
20547,0.454,1.050,0.514,0.000,0.131,0.512,0.016,0.000,0.049,0.073,0.106,0.000,0.040,0.039,0.115,0.000,0.335,0.208,0.115,0.000,139601.0,1.0,6.0
20548,0.454,1.050,0.500,0.000,0.131,0.512,0.017,0.000,0.049,0.073,0.131,0.000,0.040,0.039,0.122,0.000,0.335,0.208,0.101,0.000,139601.0,1.0,6.0
20549,0.454,1.050,0.479,0.000,0.131,0.512,0.062,0.000,0.049,0.073,0.138,0.000,0.040,0.039,0.129,0.000,0.335,0.208,0.090,0.000,139601.0,1.0,6.0
20550,0.454,1.050,0.463,0.000,0.131,0.512,0.096,0.000,0.049,0.073,0.128,0.000,0.040,0.039,0.129,0.000,0.335,0.208,0.081,0.000,139601.0,1.0,6.0
20551,0.454,1.050,0.447,0.000,0.131,0.512,0.104,0.000,0.049,0.073,0.111,0.000,0.040,0.397,0.129,0.000,0.335,0.439,0.071,0.000,139601.0,1.0,6.0
20552,0.454,1.563,0.429,0.000,0.131,0.898,0.084,0.000,0.049,0.268,0.093,0.000,0.040,0.397,0.129,0.000,0.335,0.439,0.060,0.000,139601.0,1.0,6.0
20553,0.454,1.563,0.412,0.000,0.131,0.898,0.047,0.000,0.049,0.268,0.077,0.000,0.040,0.398,0.129,0.000,0.335,0.402,0.053,0.000,139601.0,1.0,6.0
20554,0.454,1.528,0.395,0.000,0.131,0.817,0.010,0.000,0.049,0.257,0.060,0.000,0.040,0.414,0.129,0.000,0.335,0.380,0.052,0.000,139601.0,1.0,6.0
20555,0.454,1.483,0.380,0.000,0.131,0.752,0.009,0.000,0.049,0.239,0.042,0.000,0.040,0.419,0.143,0.000,0.335,0.368,0.056,0.000,139601.0,1.0,6.0
20556,0.454,1.437,0.371,0.000,0.131,0.697,0.007,0.000,0.049,0.223,0.024,0.000,0.040,0.419,0.148,0.000,0.335,0.362,0.069,0.000,139601.0,1.0,6.0
20557,0.454,1.395,0.366,0.000,0.131,0.648,0.005,0.000,0.049,0.218,0.013,0.000,0.040,0.419,0.124,0.000,0.335,0.363,0.092,0.000,139601.0,1.0,6.0
20558,0.454,1.364,0.367,0.000,0.131,0.603,0.018,0.000,0.049,0.224,0.007,0.000,0.040,0.425,0.123,0.000,0.335,0.364,0.117,0.000,139601.0,1.0,6.0
20559,0.454,1.344,0.376,0.000,0.131,0.561,0.024,0.000,0.049,0.233,0.001,0.000,0.040,0.442,0.123,0.000,0.335,0.354,0.132,0.000,139601.0,1.0,6.0
20560,0.454,1.317,0.380,0.000,0.131,0.491,0.022,0.000,0.049,0.227,0.021,0.000,0.083,0.443,0.119,0.000,0.290,0.318,0.135,0.000,139601.0,1.0,6.0
20561,0.007,1.247,0.373,0.000,0.313,0.357,0.009,0.000,0.263,0.218,0.061,0.000,0.153,0.443,0.115,0.000,0.263,0.302,0.129,0.000,139601.0,1.0,6.0
20562,0.074,1.216,0.354,0.000,0.297,0.322,0.025,0.000,0.244,0.211,0.118,0.000,0.277,0.443,0.061,0.000,0.256,0.283,0.124,0.000,139601.0,1.0,6.0
20563,0.111,1.185,0.331,0.000,0.304,0.289,0.082,0.000,0.225,0.199,0.178,0.000,0.431,0.443,0.005,0.000,0.269,0.265,0.121,0.000,139601.0,1.0,6.0
20564,0.079,1.156,0.315,0.000,0.324,0.259,0.151,0.000,0.207,0.183,0.223,0.000,0.558,0.443,0.002,0.000,0.294,0.248,0.120,0.000,139601.0,1.0,6.0
20565,0.020,1.129,0.311,0.000,0.348,0.232,0.200,0.000,0.187,0.166,0.252,0.000,0.657,0.390,0.013,0.000,0.323,0.210,0.116,0.000,139601.0,1.0,6.0
20566,0.197,1.052,0.317,0.000,0.383,0.037,0.200,0.000,0.163,0.148,0.272,0.000,0.731,0.237,0.013,0.000,0.344,0.202,0.109,0.000,139601.0,1.0,6.0
20567,0.407,0.956,0.333,0.000,0.444,0.267,0.165,0.000,0.134,0.140,0.290,0.000,0.824,0.237,0.004,0.000,0.354,0.202,0.101,0.000,139601.0,1.0,6.0
20568,0.580,0.956,0.360,0.000,0.547,0.267,0.130,0.000,0.105,0.140,0.305,0.000,0.913,0.235,0.001,0.000,0.356,0.201,0.089,0.000,139601.0,1.0,6.0
20569,0.724,0.898,0.390,0.000,0.696,0.313,0.108,0.000,0.085,0.134,0.312,0.000,0.968,0.226,0.001,0.000,0.354,0.196,0.076,0.000,139601.0,1.0,6.0
20570,0.864,0.868,0.428,0.000,0.861,0.369,0.101,0.000,0.083,0.134,0.310,0.000,0.997,0.189,0.001,0.000,0.352,0.186,0.060,0.000,139601.0,1.0,6.0
20571,1.037,0.858,0.501,0.000,1.000,0.425,0.104,0.000,0.101,0.135,0.302,0.000,0.997,0.122,0.005,0.000,0.352,0.168,0.037,0.000,139601.0,1.0,6.0
20572,1.037,0.859,0.600,0.000,1.000,0.468,0.108,0.000,0.101,0.130,0.296,0.000,0.997,0.028,0.022,0.000,0.347,0.136,0.003,0.000,139601.0,1.0,6.0
20573,1.065,0.840,0.688,0.000,1.023,0.490,0.101,0.000,0.082,0.110,0.291,0.000,0.997,0.010,0.063,0.000,0.348,0.088,0.040,0.000,139601.0,1.0,6.0
20574,1.096,0.786,0.778,0.000,1.051,0.501,0.077,0.000,0.059,0.073,0.287,0.000,0.997,0.034,0.113,0.000,0.358,0.033,0.079,0.000,139601.0,1.0,6.0
20575,1.132,0.711,0.794,0.000,1.083,0.525,0.059,0.000,0.036,0.023,0.292,0.000,0.997,0.101,0.163,0.000,0.375,0.016,0.110,0.000,139601.0,1.0,6.0
20576,1.172,0.665,0.811,0.000,1.120,0.551,0.035,0.000,0.014,0.033,0.292,0.000,0.997,0.218,0.172,0.000,0.395,0.050,0.132,0.000,139601.0,1.0,6.0
20577,1.217,0.671,0.833,0.000,1.160,0.568,0.008,0.000,0.006,0.090,0.286,0.000,0.997,0.218,0.180,0.000,0.413,0.050,0.148,0.000,139601.0,1.0,6.0
20578,1.267,0.671,0.861,0.000,1.204,0.568,0.015,0.000,0.024,0.090,0.275,0.000,0.997,0.218,0.180,0.000,0.422,0.050,0.159,0.000,139601.0,1.0,6.0
20579,1.321,0.671,0.896,0.000,1.253,0.568,0.031,0.000,0.040,0.090,0.260,0.000,0.997,0.218,0.180,0.000,0.419,0.050,0.168,0.000,139601.0,1.0,6.0
20580,1.381,0.671,0.935,0.000,1.309,0.568,0.033,0.000,0.049,0.090,0.243,0.000,0.993,0.218,0.196,0.000,0.400,0.050,0.181,0.000,139601.0,1.0,6.0
20581,1.442,0.671,0.977,0.000,1.374,0.568,0.016,0.000,0.039,0.090,0.224,0.000,0.989,0.218,0.221,0.000,0.373,0.050,0.202,0.000,139601.0,1.0,6.0
20582,1.502,0.671,1.022,0.000,1.448,0.568,0.013,0.000,0.005,0.090,0.203,0.000,0.989,0.218,0.251,0.000,0.373,0.050,0.225,0.000,139601.0,1.0,6.0
20583,1.502,0.671,1.069,0.000,1.448,0.568,0.041,0.000,0.005,0.090,0.179,0.000,0.989,0.218,0.256,0.000,0.373,0.050,0.236,0.000,139601.0,1.0,6.0
20584,1.502,0.671,1.127,0.000,1.448,0.568,0.052,0.000,0.005,0.090,0.154,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20585,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20586,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20587,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20588,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20589,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20590,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20591,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20592,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20593,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20594,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20595,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20596,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20597,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20598,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20599,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20600,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20601,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20602,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20603,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20604,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20605,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20606,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20607,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20608,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20609,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20610,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.218,0.269,0.000,0.373,0.050,0.229,0.000,139601.0,1.0,6.0
20611,1.502,0.671,1.192,0.000,1.448,0.568,0.044,0.000,0.005,0.090,0.132,0.000,0.989,0.496,0.172,0.000,0.373,0.287,0.054,0.000,139601.0,1.0,6.0
20612,1.502,0.934,0.886,0.000,1.448,1.057,0.241,0.000,0.005,0.072,0.256,0.000,0.989,0.507,0.061,0.000,0.373,0.253,0.028,0.000,139601.0,1.0,6.0
20613,1.502,0.967,0.865,0.000,1.448,1.024,0.248,0.000,0.005,0.032,0.286,0.000,0.989,0.523,0.049,0.000,0.373,0.231,0.004,0.000,139601.0,1.0,6.0
20614,1.502,1.007,0.889,0.000,1.448,0.995,0.343,0.000,0.005,0.006,0.314,0.000,0.989,0.543,0.131,0.000,0.373,0.233,0.009,0.000,139601.0,1.0,6.0
20615,1.502,1.053,0.952,0.000,1.448,0.989,0.470,0.000,0.005,0.006,0.341,0.000,0.989,0.574,0.170,0.000,0.373,0.251,0.013,0.000,139601.0,1.0,6.0
20616,1.502,1.095,1.035,0.000,1.448,1.004,0.566,0.000,0.005,0.013,0.366,0.000,0.989,0.608,0.170,0.000,0.373,0.269,0.013,0.000,139601.0,1.0,6.0
20617,1.502,1.115,1.035,0.000,1.448,1.025,0.566,0.000,0.005,0.021,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20618,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20619,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20620,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20621,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20622,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.658,0.170,0.000,0.373,0.277,0.013,0.000,139601.0,1.0,6.0
20623,1.502,1.140,1.035,0.000,1.448,1.045,0.566,0.000,0.005,0.026,0.366,0.000,0.989,0.655,0.170,0.000,0.373,0.273,0.036,0.000,139601.0,1.0,6.0
20624,1.502,1.161,1.016,0.000,1.448,1.040,0.566,0.000,0.005,0.041,0.411,0.000,0.989,0.642,0.170,0.000,0.373,0.266,0.057,0.000,139601.0,1.0,6.0
20625,1.502,1.189,1.026,0.000,1.448,1.033,0.599,0.000,0.005,0.061,0.446,0.000,0.989,0.629,0.170,0.000,0.373,0.261,0.077,0.000,139601.0,1.0,6.0
20626,1.502,1.213,1.076,0.000,1.448,1.030,0.666,0.000,0.005,0.076,0.479,0.000,0.989,0.615,0.170,0.000,0.373,0.271,0.092,0.000,139601.0,1.0,6.0
20627,1.502,1.237,1.145,0.000,1.448,1.037,0.750,0.000,0.005,0.081,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.300,0.092,0.000,139601.0,1.0,6.0
20628,1.502,1.263,1.145,0.000,1.448,1.066,0.750,0.000,0.005,0.077,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.338,0.092,0.000,139601.0,1.0,6.0
20629,1.502,1.285,1.145,0.000,1.448,1.111,0.750,0.000,0.005,0.071,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.338,0.092,0.000,139601.0,1.0,6.0
20630,1.502,1.285,1.145,0.000,1.448,1.111,0.750,0.000,0.005,0.071,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.338,0.092,0.000,139601.0,1.0,6.0
20631,1.502,1.285,1.145,0.000,1.448,1.111,0.750,0.000,0.005,0.071,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.338,0.092,0.000,139601.0,1.0,6.0
20632,1.502,1.285,1.145,0.000,1.448,1.111,0.750,0.000,0.005,0.071,0.513,0.000,0.989,0.615,0.170,0.000,0.373,0.338,0.092,0.000,139601.0,1.0,6.0
20633,1.502,1.285,1.145,0.000,1.448,1.111,0.750,0.000,0.005,0.071,0.513,0.000,0.241,0.615,0.170,0.000,0.551,0.338,0.092,0.000,139601.0,1.0,6.0
20634,0.535,1.285,1.145,0.000,0.635,1.111,0.750,0.000,0.336,0.071,0.513,0.000,0.316,0.615,0.170,0.000,0.560,0.338,0.092,0.000,139601.0,1.0,6.0
20635,0.594,1.285,1.145,0.000,0.694,1.111,0.750,0.000,0.344,0.071,0.513,0.000,0.316,0.107,0.170,0.000,0.560,0.402,0.092,0.000,139601.0,1.0,6.0
20636,0.594,1.224,1.145,0.000,0.694,0.665,0.750,0.000,0.344,0.450,0.513,0.000,0.316,0.228,0.170,0.000,0.560,0.449,0.092,0.000,139601.0,1.0,6.0
20637,0.594,1.211,1.145,0.000,0.694,0.670,0.750,0.000,0.344,0.480,0.513,0.000,0.316,0.297,0.170,0.000,0.560,0.464,0.092,0.000,139601.0,1.0,6.0
20638,0.594,1.226,1.145,0.000,0.694,0.658,0.750,0.000,0.344,0.490,0.513,0.000,0.316,0.326,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
20639,0.594,1.298,1.145,0.000,0.694,0.661,0.750,0.000,0.344,0.482,0.513,0.000,0.316,0.339,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
20640,0.594,1.393,1.145,0.000,0.694,0.676,0.750,0.000,0.344,0.468,0.513,0.000,0.316,0.339,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
20641,0.594,1.393,1.145,0.000,0.694,0.676,0.750,0.000,0.344,0.468,0.513,0.000,0.316,0.339,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
20642,0.594,1.393,1.145,0.000,0.694,0.676,0.750,0.000,0.344,0.468,0.513,0.000,0.316,0.339,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
20643,0.594,1.393,1.145,0.000,0.694,0.676,0.750,0.000,0.344,0.468,0.513,0.000,0.316,0.339,0.170,0.000,0.560,0.462,0.092,0.000,139601.0,1.0,6.0
